date,address,1st,4th,6th,5min,5min2,study,partial,site,lat,lng
2016-09-28,10050 S. Eggleston Ave.,1.9,1.4,1.5,1.3,,TRUE,FALSE,,41.7110277,-87.6340037
2016-09-28,10150 S. Eggleston Ave.,1.9,1.5,1.8,0.8,,TRUE,FALSE,,41.7091933,-87.6339517
2017-01-10,10150 S. Eggleston Ave.,1.8,1.1,1.1,0.7,0.7,TRUE,FALSE,,41.7091933,-87.6339517
2017-02-08,10150 S. Eggleston Ave.,2,1.1,1.2,0.6,,TRUE,FALSE,,41.7091933,-87.6339517
2017-03-07,10150 S. Eggleston Ave.,2.1,1,1,0.7,,TRUE,FALSE,,41.7091933,-87.6339517
2017-04-04,10150 S. Eggleston Ave.,1.7,1.1,1.1,0.8,,TRUE,FALSE,,41.7091933,-87.6339517
2017-05-09,10150 S. Eggleston Ave.,2.1,1.5,1.4,1.2,,TRUE,FALSE,,41.7091933,-87.6339517
2017-06-06,10150 S. Eggleston Ave.,1.4,1,1.1,0.9,,TRUE,FALSE,,41.7091933,-87.6339517
2017-06-20,10150 S. Racine Ave.,3.1,4.7,4.4,2.7,,TRUE,FALSE,,41.7085171,-87.6529603
2016-09-28,10250 S. Eggleston Ave. ,3.8,7.6,10,4.7,,TRUE,FALSE,1,41.7075565,-87.6339329
2017-01-10,10250 S. Eggleston Ave. ,4.1,4.2,7.9,1.8,,TRUE,FALSE,1,41.7075565,-87.6339329
2016-10-12,10250 S. Eggleston Ave. ,5.5,8,13,5.3,,TRUE,FALSE,2,41.7075565,-87.6339329
2017-01-12,10250 S. Eggleston Ave. ,4.8,4.8,8.4,2.3,,TRUE,FALSE,2,41.7075565,-87.6339329
2016-09-29,10250 S. Eggleston Ave. ,1.9,1,0.9,0.6,,TRUE,FALSE,3,41.7075565,-87.6339329
2017-01-11,10250 S. Eggleston Ave. ,1.8,1.9,1.9,0.8,,TRUE,FALSE,3,41.7075565,-87.6339329
2016-09-15,10350 S. Racine Ave.,5.5,5,18,4.5,,TRUE,FALSE,,41.705945,-87.6525292
2016-09-15,1050 W. 103rd St.,6.4,2.6,4,2,,TRUE,FALSE,,41.7070607,-87.6496363
2017-02-08,10450 S. Artesian Ave.,3.7,2,3.3,1.3,1.2,TRUE,FALSE,,41.7030334,-87.6830689
2017-03-08,10450 S. Artesian Ave.,3.2,3.6,3.9,1.2,,TRUE,FALSE,,41.7030334,-87.6830689
2017-07-28,10550 S. Racine Ave.,4.4,3.9,12,8.4,,TRUE,FALSE,,41.7015865,-87.6529912
2017-08-08,10550 S. Racine Ave.,4.3,6.8,7.6,4.3,,TRUE,FALSE,,41.7015865,-87.6529912
2017-06-20,10650 S. Racine Ave.,1.2,2.6,2.5,2.3,,TRUE,FALSE,,41.7008068,-87.6526369
2017-06-23,10750 S. Ave. N,5,14,12,3.1,,TRUE,FALSE,,41.702734,-87.5388981
2017-07-21,10750 S. Ave. N,5.8,23,15,4.4,,TRUE,FALSE,,41.702734,-87.5388981
2017-04-04,1150 W. 104th St.,4.4,2.6,2.3,0.6,,TRUE,FALSE,,41.7052269,-87.6520822
2017-04-14,1150 W. 104th St.,1.2,1,1.1,0.7,,TRUE,FALSE,,41.7052269,-87.6520822
2017-08-23,1150 W. 19th Pl.,2.2,4.2,6.2,2.7,,TRUE,FALSE,,41.8560923,-87.6551741
2016-08-25,1150 E. 81st St. ,2,2.2,1.8,1.2,1.2,TRUE,FALSE,1,41.7477329,-87.59763
2016-12-15,1150 E. 81st St. ,3.8,3.3,13,1,,TRUE,FALSE,1,41.7477329,-87.59763
2016-08-25,1150 E. 81st St. ,1.2,1.9,2.9,0.9,,TRUE,FALSE,2,41.7477329,-87.59763
2016-12-15,1150 E. 81st St. ,0.8,1.2,2.5,0.4,0.3,TRUE,FALSE,2,41.7477329,-87.59763
2017-06-20,1150 W. 102nd St.,3.1,3,8.1,1.8,1.8,TRUE,FALSE,,41.7088463,-87.6521978
2017-04-14,1250 W. 97th St. ,1,2.6,3.3,1.2,,TRUE,FALSE,1,41.7183165,-87.6549725
2017-04-14,1250 W. 97th St. ,2.2,2.7,4.2,0.8,,TRUE,FALSE,2,41.7183165,-87.6549725
2017-04-17,1250 W. 97th St. ,5.1,11,11,7.4,,TRUE,FALSE,3,41.7183165,-87.6549725
2017-04-13,1250 W. 97th St. ,1.1,1.5,1.7,0.9,,TRUE,FALSE,4,41.7183165,-87.6549725
2017-05-12,1250 W. 97th St. ,0.9,0.9,0.9,0.7,,TRUE,FALSE,5,41.7183165,-87.6549725
2017-04-21,1250 W. 97th Pl. ,1.7,2.2,2.7,1.3,,TRUE,FALSE,1,41.7172769,-87.6549513
2017-04-13,1250 W. 97th Pl. ,4.3,6.5,6.5,1.4,,TRUE,FALSE,2,41.7172769,-87.6549513
2017-06-01,1250 W. 97th St. ,0.8,0.8,1.1,0.6,,TRUE,FALSE,6,41.7183165,-87.6549725
2017-04-21,1250 W. 97th Pl. ,2,2.5,2.6,1.1,,TRUE,FALSE,3,41.7172769,-87.6549513
2017-04-14,1250 W. 97th St. ,4.3,4,3.9,1.4,,TRUE,FALSE,7,41.7183165,-87.6549725
2017-04-14,1250 W. 97th Pl. ,1.2,1.2,2.5,0.7,,TRUE,FALSE,5,41.7172769,-87.6549513
2017-04-14,1350 W. 97th St. ,2.5,2.2,2.3,1.2,,TRUE,FALSE,1,41.7182656,-87.657332
2017-04-13,1350 W. 97th St. ,7.2,4.5,4.3,1.7,,TRUE,FALSE,2,41.7182656,-87.657332
2017-04-14,1350 W. 97th St. ,1.4,1.6,4.2,0.9,,TRUE,FALSE,3,41.7182656,-87.657332
2017-04-14,1350 W. 97th St. ,1.5,1.2,1.3,0.9,,TRUE,FALSE,4,41.7182656,-87.657332
2017-04-14,1350 W. 97th St. ,2.6,4.9,4.8,2.4,,TRUE,FALSE,5,41.7182656,-87.657332
2017-04-19,1350 W. 97th Pl.,2,1.5,1.6,1,,TRUE,FALSE,,41.7172331,-87.6572845
2017-04-17,1450 W. Touhy Ave.,0.9,3.3,6.4,0.3,,TRUE,FALSE,,42.013005,-87.6676673
2017-05-08,1450 W. Touhy Ave.,1.8,5.8,4.5,0.5,,TRUE,FALSE,,42.013005,-87.6676673
2016-10-26,150 W. 70th St. ,1.6,1.8,1.9,0.7,,TRUE,FALSE,1,41.7674178,-87.6291075
2016-10-25,1550 S. St. Louis Ave.,0,0,0,0,,TRUE,FALSE,,41.859325,-87.713127
2017-05-25,1550 S. St. Louis Ave.,0,0,0,0,,TRUE,FALSE,,41.859325,-87.713127
2016-10-26,150 W. 70th St. ,0.9,0.8,1.5,0.6,,TRUE,FALSE,2,41.7674178,-87.6291075
2016-11-22,1650 W. 37th St.,3.2,6.1,8.8,1.9,,TRUE,FALSE,,41.8269483,-87.6672015
2017-06-23,1850 W. 34th St. ,7.7,5.9,8.4,1.9,,TRUE,FALSE,1,41.8325036,-87.6724273
2017-06-23,1850 W. 34th St. ,1.8,3.5,4.2,2.3,,TRUE,FALSE,3,41.8325036,-87.6724273
2017-06-23,1850 W. 34th St. ,3.3,3.5,5.9,2.3,,TRUE,FALSE,4,41.8325036,-87.6724273
2017-06-23,1850 W. 34th St. ,2.2,1.7,1.9,0.9,,TRUE,FALSE,5,41.8325036,-87.6724273
2017-06-23,1850 W. 34th St. ,2.6,1,1.2,0.9,,TRUE,FALSE,6,41.8325036,-87.6724273
2016-09-08,2150 N. Springfield Ave. ,0.8,0.6,0.6,0.5,,TRUE,FALSE,1,41.9205738,-87.7244478
2016-11-02,2150 W. Agatite Ave. ,7.3,22,16,3.4,,TRUE,FALSE,1,41.9625066,-87.6834608
2017-01-18,2150 W. Agatite Ave. ,6.8,12,9,2.1,,TRUE,FALSE,1,41.9625066,-87.6834608
2016-09-07,2150 N. Springfield Ave. ,2,1.7,1.6,1.5,,TRUE,FALSE,2,41.9205738,-87.7244478
2017-01-11,2150 N. Springfield Ave. ,1.1,0.8,0.9,0.5,,TRUE,FALSE,2,41.9205738,-87.7244478
2017-02-08,2150 N. Springfield Ave. ,1.1,0.6,0.6,0.4,,TRUE,FALSE,2,41.9205738,-87.7244478
2017-03-13,2150 N. Springfield Ave. ,1.3,0.9,0.9,0.5,,TRUE,FALSE,2,41.9205738,-87.7244478
2017-04-04,2150 N. Springfield Ave. ,0.8,0.8,0.8,0.7,,TRUE,FALSE,2,41.9205738,-87.7244478
2017-05-03,2150 N. Springfield Ave. ,0.9,1,1.1,0.8,,TRUE,FALSE,2,41.9205738,-87.7244478
2017-06-07,2150 N. Springfield Ave. ,1.4,1.5,1.7,1.2,1.2,TRUE,FALSE,2,41.9205738,-87.7244478
2017-03-23,2150 W. Grace St.,5.2,4.3,4,2.7,,TRUE,FALSE,,41.950646,-87.6831334
2016-10-27,2150 W. Sunnyside Ave. ,4.3,5.5,6.4,3.8,,TRUE,FALSE,1,41.9634465,-87.6826717
2017-01-20,2150 W. Sunnyside Ave. ,3,4.2,7.9,5,,TRUE,FALSE,1,41.9634465,-87.6826717
2016-11-03,2150 N. Maplewood Ave. ,0,0,0,0,,TRUE,FALSE,1,41.9207505,-87.6913748
2017-03-15,2150 N. Maplewood Ave. ,0,0,0,0,,TRUE,FALSE,1,41.9207505,-87.6913748
2017-06-08,2150 W. 54th Pl.,1.8,1.8,2.6,1,,TRUE,FALSE,,41.7947809,-87.6784184
2016-10-27,2150 N. Maplewood Ave. ,4.3,5.6,5.3,4.1,,TRUE,FALSE,2,41.9207505,-87.6913748
2017-03-15,2150 N. Maplewood Ave. ,4.2,6.5,5.8,2.5,,TRUE,FALSE,2,41.9207505,-87.6913748
2016-10-27,2150 W. Agatite Ave. ,1.7,2.2,1.9,1,0.9,TRUE,FALSE,2,41.9625066,-87.6834608
2017-01-18,2150 W. Agatite Ave. ,1.1,1,1,0.5,,TRUE,FALSE,2,41.9625066,-87.6834608
2016-09-08,2150 N. Avers Ave.,6.8,10,11,7.4,,TRUE,FALSE,,41.9205783,-87.7232069
2017-01-11,2150 N. Avers Ave.,6,8.8,12,8.7,,TRUE,FALSE,,41.9205783,-87.7232069
2016-11-03,2150 N. Maplewood Ave. ,2.2,0.7,0.7,0.6,,TRUE,FALSE,3,41.9207505,-87.6913748
2017-03-16,2150 N. Maplewood Ave. ,0.7,0.7,1.6,0.7,,TRUE,FALSE,3,41.9207505,-87.6913748
2016-10-27,2150 W. Sunnyside Ave. ,4.8,5.1,9.1,4.2,,TRUE,FALSE,2,41.9634465,-87.6826717
2017-01-20,2150 W. Sunnyside Ave. ,2.1,4,7.3,2.2,,TRUE,FALSE,2,41.9634465,-87.6826717
2016-10-27,2250 N. Maplewood Ave.,3.2,11,7.3,3.2,,TRUE,FALSE,,41.9231276,-87.6916824
2017-03-15,2250 N. Maplewood Ave.,2.7,2.9,2.4,1.6,,TRUE,FALSE,,41.9231276,-87.6916824
2017-04-12,2250 N. Maplewood Ave.,4.2,10,6.2,2.1,,TRUE,FALSE,,41.9231276,-87.6916824
2017-05-17,2250 N. Maplewood Ave.,4.5,12,7.9,2.8,,TRUE,FALSE,,41.9231276,-87.6916824
2017-06-21,2250 N. Maplewood Ave.,3.8,13,8.5,3.4,,TRUE,FALSE,,41.9231276,-87.6916824
2017-07-12,2250 N. Maplewood Ave.,3.8,11,8.2,3.7,,TRUE,FALSE,,41.9231276,-87.6916824
2017-08-16,2250 N. Maplewood Ave.,5.3,11,8,4.5,,TRUE,FALSE,,41.9231276,-87.6916824
2016-10-27,2350 N. Maplewood Ave.,2.8,5.7,6.1,2.8,,TRUE,FALSE,,41.9245657,-87.6917683
2017-03-21,2350 N. Maplewood Ave.,2.7,7.2,7.8,1.5,,TRUE,FALSE,,41.9245657,-87.6917683
2016-09-15,2350 W. Jarvis Ave.,6.1,10,3.1,1.8,,TRUE,FALSE,,42.015812,-87.6894687
2016-12-21,2350 W. Jarvis Ave.,5.3,5.3,7.4,1.2,1.3,TRUE,FALSE,,42.015812,-87.6894687
2017-03-28,2450 N. Talman Ave. ,8.6,23,18,4.6,,TRUE,FALSE,1,41.9262942,-87.6940842
2017-07-18,2450 N. Talman Ave. ,14,26,20,7.7,,TRUE,FALSE,1,41.9262942,-87.6940842
2017-03-22,2450 N. Francisco Ave. ,2.8,6.3,4.5,1.4,,TRUE,FALSE,1,41.9263486,-87.7002008
2017-07-11,2450 N. Francisco Ave. ,4.9,8.5,6.3,3.1,,TRUE,FALSE,1,41.9263486,-87.7002008
2017-08-23,2450 N. Francisco Ave. ,4.7,6.7,6.8,9.2,,TRUE,FALSE,1,41.9263486,-87.7002008
2017-04-03,2450 N. Francisco AVE ,7,37,37,4.9,,TRUE,FALSE,2,41.9263486,-87.7002008
2017-07-11,2450 N. Francisco AVE ,9.4,11,9.8,4.2,4,TRUE,FALSE,2,41.9263486,-87.7002008
2017-04-03,2450 N. Francisco Ave. ,0,0,0,0,,TRUE,FALSE,3,41.9263486,-87.7002008
2017-07-18,2450 N. Francisco Ave. ,0,0,0,0,,TRUE,FALSE,3,41.9263486,-87.7002008
2017-08-16,2450 N. Francisco Ave. ,0,0,0,0,,TRUE,FALSE,3,41.9263486,-87.7002008
2017-04-07,2450 N. Talman Ave. ,4.2,1.3,1.3,1.1,,TRUE,FALSE,2,41.9262942,-87.6940842
2017-04-06,2450 N. Talman Ave. ,5.1,11,9.7,1.9,1.9,TRUE,FALSE,3,41.9262942,-87.6940842
2017-07-18,2450 N. Talman Ave. ,4.4,7.7,9.5,3.2,,TRUE,FALSE,3,41.9262942,-87.6940842
2017-03-16,2450 N. Hamlin Ave.,15,3.8,4.1,1.8,,FALSE,FALSE,,41.92602,-87.722168
2017-04-18,2450 N. Hamlin Ave.,25,19,270,2.9,,FALSE,FALSE,,41.92602,-87.722168
2017-04-06,2550 N. Washtenaw Ave.,2.1,2.2,1.8,1.4,,TRUE,FALSE,,41.9276258,-87.6950643
2017-07-19,2550 N. Washtenaw Ave.,2.4,2.9,2.8,2.6,,TRUE,FALSE,,41.9276258,-87.6950643
2017-04-19,2550 N. Talman Ave.,0.8,0.7,0.9,0.5,0.5,TRUE,FALSE,,41.9279232,-87.6940275
2017-07-19,2550 N. Talman Ave.,0.6,0.8,0.8,0.7,,TRUE,FALSE,,41.9279232,-87.6940275
2016-10-19,2550 N. Keeler Ave.,3.6,5.3,25,7,,TRUE,FALSE,,41.9273612,-87.7320407
2017-05-17,2550 N. Keeler Ave.,4.2,6,20,3.2,,TRUE,FALSE,,41.9273612,-87.7320407
2016-11-03,2550 W. Shakespeare Ave.,2.8,2.5,4.4,1.6,,TRUE,FALSE,,41.9207776,-87.6913696
2017-03-14,2550 W. Shakespeare Ave.,1.7,1.3,1.7,0.9,,TRUE,FALSE,,41.9207776,-87.6913696
2017-04-12,2550 W. Shakespeare Ave.,1.6,1.6,2.7,1.1,1.2,TRUE,FALSE,,41.9207776,-87.6913696
2017-05-17,2550 W. Shakespeare Ave.,1.6,1.4,1.9,1.4,,TRUE,FALSE,,41.9207776,-87.6913696
2017-06-14,2550 W. Shakespeare Ave.,1.4,1.4,1.5,1.3,,TRUE,FALSE,,41.9207776,-87.6913696
2017-07-12,2550 W. Shakespeare Ave.,1.7,1.2,1.7,1.7,,TRUE,FALSE,,41.9207776,-87.6913696
2017-08-16,2550 W. Shakespeare Ave.,1.8,1.7,1.9,1.9,,TRUE,FALSE,,41.9207776,-87.6913696
2017-03-28,2650 W. Homer St.,13,3.4,2.9,1.8,,TRUE,FALSE,,41.9168455,-87.6942814
2017-04-12,2650 W. Homer St.,4.1,7,7,2,,TRUE,FALSE,,41.9168455,-87.6942814
2017-05-18,2650 N. Whipple St.,1.9,5.5,4.3,1.8,,TRUE,FALSE,,41.9301185,-87.7040039
2017-08-04,2650 N. Whipple St.,1.9,4.9,3.9,2.2,,TRUE,FALSE,,41.9301185,-87.7040039
2017-03-28,2650 W. Altgeld St.,2.2,2.2,1.3,0.7,,TRUE,FALSE,,41.9268169,-87.694556
2017-07-21,2650 W. Altgeld St.,4.2,4.4,2.4,1.5,,TRUE,FALSE,,41.9268169,-87.694556
2017-06-19,2650 N. Drake Ave. ,5.9,5.9,4.9,4,,TRUE,FALSE,1,41.9297467,-87.716213
2017-04-10,2650 W. Fullerton Ave.,6.8,2.8,3.6,1.6,1.6,TRUE,FALSE,,41.9250925,-87.6945511
2017-07-19,2650 W. Fullerton Ave.,5.1,2.7,3.3,2.1,,TRUE,FALSE,,41.9250925,-87.6945511
2016-09-30,2650 S. Sacramento Ave.,2.2,0.9,0.7,0.5,0.6,TRUE,FALSE,,41.8421353,-87.6997805
2017-02-10,2650 S. Sacramento Ave.,1.3,0,0,0,,TRUE,FALSE,,41.8421353,-87.6997805
2017-06-19,2650 N. Drake Ave. ,4.6,22,16,5.6,,TRUE,TRUE,2,41.9297467,-87.716213
2017-06-19,2750 N. Drake Ave. ,14,10,10,3.1,,TRUE,FALSE,1,41.9314303,-87.7159463
2017-08-15,2750 N. Drake Ave. ,7.5,7.2,7.1,4,,TRUE,FALSE,1,41.9314303,-87.7159463
2017-05-18,2750 N. Whipple St. ,1.5,1.4,2,0.9,,TRUE,FALSE,2,41.9315979,-87.7037354
2017-08-11,2750 N. Whipple St. ,1.4,1.6,1.8,1.4,,TRUE,FALSE,2,41.9315979,-87.7037354
2017-05-19,2750 N. Whipple St. ,2.9,3.7,7.4,1.7,,TRUE,FALSE,3,41.9315979,-87.7037354
2017-08-04,2750 N. Whipple St. ,3.7,4.4,8.2,2.5,,TRUE,FALSE,3,41.9315979,-87.7037354
2017-05-18,2750 N. Whipple St. ,13,14,13,3.1,,TRUE,FALSE,4,41.9315979,-87.7037354
2017-08-04,2750 N. Whipple St. ,13,15,13,4.8,,TRUE,FALSE,4,41.9315979,-87.7037354
2017-05-19,2750 N. Whipple St. ,1,1.4,1.5,2.9,,TRUE,FALSE,5,41.9315979,-87.7037354
2017-08-25,2750 N. Whipple St. ,1,1.4,1.3,3,,TRUE,FALSE,5,41.9315979,-87.7037354
2017-05-19,2750 N. Whipple St. ,0,0,0,0,,TRUE,FALSE,6,41.9315979,-87.7037354
2017-08-03,2750 N. Whipple St. ,0,0,0,0.5,,TRUE,FALSE,6,41.9315979,-87.7037354
2017-06-19,2750 N. Drake Ave. ,2,0.9,0.8,1.5,,TRUE,FALSE,2,41.9314303,-87.7159463
2017-08-11,2750 N. Drake Ave. ,1.6,1.5,1.8,2.2,,TRUE,FALSE,2,41.9314303,-87.7159463
2017-05-30,2750 N. Whipple St.,7.3,9.1,9.5,3.8,,TRUE,FALSE,,41.9315979,-87.7037354
2017-08-08,2750 N. Whipple St.,18,14,8.6,4.8,4.9,TRUE,FALSE,,41.9315979,-87.7037354
2016-09-30,2850 N. Christiana Ave. ,0,0,0,0,,TRUE,FALSE,1,41.9334097,-87.7114135
2017-03-22,2850 N. Christiana Ave. ,0,0,0,0,,TRUE,FALSE,1,41.9334097,-87.7114135
2017-04-12,2850 N. Christiana Ave. ,0,0,0,0,,TRUE,FALSE,1,41.9334097,-87.7114135
2017-05-17,2850 N. Christiana Ave. ,0,0,0,0,0,TRUE,FALSE,1,41.9334097,-87.7114135
2017-06-14,2850 N. Christiana Ave. ,0,0,0,0,0,TRUE,FALSE,1,41.9334097,-87.7114135
2017-07-12,2850 N. Christiana Ave. ,0,0,0,0,,TRUE,FALSE,1,41.9334097,-87.7114135
2017-08-16,2850 N. Christiana Ave. ,0,0,0,0,,TRUE,FALSE,1,41.9334097,-87.7114135
2016-09-30,2850 N. Christiana Ave. ,19,15,13,8.4,,TRUE,FALSE,2,41.9334097,-87.7114135
2017-03-15,2850 N. Christiana Ave. ,12,16,12,4.6,,TRUE,FALSE,2,41.9334097,-87.7114135
2016-10-25,2850 W. 40th St.,3.2,2.6,2.8,2,,FALSE,FALSE,,41.8211685,-87.6965722
2017-02-24,2850 W. 40th St.,34,51,20,1.3,,FALSE,FALSE,,41.8211685,-87.6965722
2016-09-30,2850 N. Christiana Ave. ,5.6,11,11,5.2,,TRUE,FALSE,3,41.9334097,-87.7114135
2017-03-15,2850 N. Christiana Ave. ,5.7,8,8.1,2.7,,TRUE,FALSE,3,41.9334097,-87.7114135
2016-10-19,2950 W. 40th St.,4.5,4.9,4.1,2.7,,TRUE,FALSE,,41.821064,-87.6991132
2017-02-24,2950 W. 40th St.,3.5,2.2,1.9,1.4,,TRUE,FALSE,,41.821064,-87.6991132
2017-07-26,2950 W. Wilson Ave. ,9.3,13,12,3.9,,TRUE,FALSE,,41.9649836,-87.7030784
2017-08-09,3050 W. Wilson Ave. ,1.7,3.8,6.1,1.8,,TRUE,FALSE,,41.9650246,-87.7055352
2016-10-06,3050 W. Diversey Ave. ,7.8,8.3,12,5.3,,TRUE,FALSE,1,41.932294,-87.704675
