date,address,1st,4th,6th,5min,5min2,study,partial,site,lat,lng
2017-08-18,4550 N. Albany Ave. ,35,30,25,7.3,,TRUE,FALSE,2,41.9644843,-87.7061147
2017-07-26,4550 N. Sacramento Ave. ,2.5,7.1,7.4,2.3,2.2,TRUE,FALSE,2,41.9644975,-87.7036649
2017-08-09,4550 N. Whipple St. ,1,1.1,1,0.5,,TRUE,FALSE,1,41.964403,-87.7049119
2017-07-25,4550 N. Whipple St. ,2.9,2.3,1.9,1.2,,TRUE,FALSE,2,41.964403,-87.7049119
2017-08-22,4550 N. Sacramento Ave. ,2.9,4,3.6,2.7,,TRUE,FALSE,3,41.9644975,-87.7036649
2017-08-04,4550 N. Sacramento Ave. ,1.7,3.6,6.4,1.8,,TRUE,FALSE,4,41.9644975,-87.7036649
2017-07-26,4550 N. Whipple St. ,0,0,0,0,,TRUE,FALSE,3,41.964403,-87.7049119
2016-09-21,4550 N. Albany Ave. ,1.7,2.5,2.7,,,TRUE,FALSE,3,41.9644843,-87.7061147
2017-01-11,4550 N. Albany Ave. ,1.6,3.4,3.1,2.8,,TRUE,FALSE,3,41.9644843,-87.7061147
2017-08-17,4550 N. Sacramento Ave. ,8.3,7.4,7,3,,TRUE,FALSE,5,41.9644975,-87.7036649
2017-07-26,4550 N. Sacramento Ave. ,2.6,3.5,3.8,3.6,,TRUE,FALSE,6,41.9644975,-87.7036649
2017-07-28,4750 N. Sacramento Ave. ,1.7,2.1,2,1.4,,TRUE,FALSE,1,41.9680029,-87.7036024
2017-07-25,4750 N. Sacramento Ave. ,5.6,8.2,8,3.5,,TRUE,FALSE,2,41.9680029,-87.7036024
2017-04-05,4850 W. Eddy St.,1.2,1.3,1.3,0.5,,TRUE,FALSE,,41.9454584,-87.7491339
2017-04-18,4850 W. Eddy St.,2,0.8,1,0.7,,TRUE,FALSE,,41.9454584,-87.7491339
2017-05-01,4950 W. Cortez St.,9,3,2.7,2.4,2.4,TRUE,FALSE,,41.8997619,-87.7504028
2017-05-03,4950 W. Superior St.,2.7,2.5,2.8,1.5,,TRUE,FALSE,,41.8941785,-87.7502874
2017-04-24,4950 W. Walton St.,0.4,0.5,0.6,0.3,0.3,TRUE,FALSE,,41.8979036,-87.7502847
2017-04-25,5050 N. Neenah Ave.,2.8,3.7,5.1,0.8,,TRUE,FALSE,,41.9734689,-87.7905705
2017-05-10,5050 N. Neenah Ave.,3.8,5,6.3,1.1,,TRUE,FALSE,,41.9734689,-87.7905705
2016-08-29,5250 W. Congress Pkwy. ,2.5,1.7,1.7,1.8,,TRUE,FALSE,1,41.8741134,-87.7568821
2016-08-31,5250 W. Congress Pkwy. ,5.5,5.3,5.1,3.9,,TRUE,FALSE,2,41.8741134,-87.7568821
2016-12-01,5250 W. Congress Pkwy. ,6.1,7.4,6.4,3.7,,TRUE,FALSE,2,41.8741134,-87.7568821
2016-08-30,5250 W. Congress Pkwy. ,2.7,1.2,1.1,0.8,0.8,TRUE,FALSE,3,41.8741134,-87.7568821
2016-08-30,5250 W. Congress Pkwy. ,2.9,3.1,3.7,5.5,,TRUE,FALSE,4,41.8741134,-87.7568821
2017-03-16,5350 N. Bernard St.,3.8,3.3,3,2.6,2.6,FALSE,FALSE,,41.9790414,-87.7151642
2017-04-07,5350 N. Bernard St.,7.3,20,,16,,FALSE,FALSE,,41.9790414,-87.7151642
2016-08-29,5350 W. Congress Pkwy. ,4.3,6.4,6,3.9,,TRUE,FALSE,1,41.8740819,-87.7594773
2016-12-01,5350 W. Congress Pkwy. ,7.9,4,5,3.2,,TRUE,FALSE,1,41.8740819,-87.7594773
2016-08-31,5350 W. Congress Pkwy. ,3.8,9.9,8,3.4,,TRUE,FALSE,2,41.8740819,-87.7594773
2016-12-14,5350 W. Congress Pkwy. ,3,4.2,3,1.8,,TRUE,FALSE,2,41.8740819,-87.7594773
2016-08-30,5350 W. Congress Pkwy. ,2.1,2.2,2.6,1.9,,TRUE,FALSE,3,41.8740819,-87.7594773
2016-12-01,5350 W. Congress Pkwy. ,2.5,2.6,2.6,1.9,,TRUE,FALSE,3,41.8740819,-87.7594773
2016-08-30,5350 W. Congress Pkwy. ,2.4,1.2,1.2,1,,TRUE,FALSE,4,41.8740819,-87.7594773
2016-12-02,5350 W. Congress Pkwy. ,4.1,3.4,3.4,,,TRUE,FALSE,4,41.8740819,-87.7594773
2016-08-31,5450 W. Congress Pkwy. ,3.1,4.6,4.3,2.3,,TRUE,FALSE,1,41.874069,-87.761425
2016-12-02,5450 W. Congress Pkwy. ,2.9,3.9,3.6,2.7,,TRUE,FALSE,1,41.874069,-87.761425
2016-08-30,5450 W. Congress Pkwy. ,3.6,4.3,3.9,2.1,,TRUE,FALSE,2,41.874069,-87.761425
2016-12-02,5450 W. Congress Pkwy. ,4.4,4.7,6,2.1,,TRUE,FALSE,2,41.874069,-87.761425
2017-06-16,5450 S. Seeley Ave.,0,0.3,0,0,,TRUE,FALSE,,41.7943465,-87.6758036
2016-08-29,5450 W. Congress Pkwy. ,0.5,0.5,0.5,0.3,,TRUE,FALSE,3,41.874069,-87.761425
2016-12-01,5450 W. Congress Pkwy. ,1.2,0.8,0.6,0.4,,TRUE,FALSE,3,41.874069,-87.761425
2017-02-01,5450 W. Congress Pkwy. ,0.9,0.9,0.4,0.3,0.4,TRUE,FALSE,3,41.874069,-87.761425
2017-03-01,5450 W. Congress Pkwy. ,0.9,0.7,0.4,0.4,,TRUE,FALSE,3,41.874069,-87.761425
2017-04-05,5450 W. Congress Pkwy. ,0.8,0.7,0.5,0.4,0.4,TRUE,FALSE,3,41.874069,-87.761425
2017-05-03,5450 W. Congress Pkwy. ,0.8,0.8,0.5,0.4,,TRUE,FALSE,3,41.874069,-87.761425
2017-06-07,5450 W. Congress Pkwy. ,0.8,0.8,0.6,0.5,,TRUE,FALSE,3,41.874069,-87.761425
2017-06-08,5450 S. Hoyne Ave.,3.6,5.5,6.6,2,,TRUE,FALSE,,41.7944857,-87.67692
2016-08-30,5450 W. Congress Pkwy. ,0.7,2.2,2.6,0.6,,TRUE,FALSE,4,41.874069,-87.761425
2016-12-06,5450 W. Congress Pkwy. ,1,1.2,1.2,0.7,,TRUE,FALSE,4,41.874069,-87.761425
2016-08-31,5450 W. Congress Pkwy. ,1.9,0.4,0.4,0.4,,TRUE,FALSE,5,41.874069,-87.761425
2017-06-07,5450 S. Seeley Ave.,1.8,1.6,1.6,0.9,,TRUE,FALSE,,41.7943465,-87.6758036
2017-08-01,5650 S. Christiana Ave. ,1,1.3,1,0.8,,TRUE,FALSE,1,41.7901323,-87.7074281
2017-08-01,5650 S. Christiana Ave. ,5,3.9,4.1,3.5,,TRUE,FALSE,2,41.7901323,-87.7074281
2017-08-02,5650 S. Christiana Ave. ,5.3,1.5,1.5,2.7,,TRUE,FALSE,3,41.7901323,-87.7074281
2017-08-02,5650 S. Christiana Ave. ,3.1,4,7.9,5.2,,TRUE,FALSE,4,41.7901323,-87.7074281
2017-08-01,5750 S. Christiana Ave. ,0.8,0.5,0.6,0.7,,TRUE,FALSE,1,41.7883446,-87.7074174
2017-08-01,5750 S. Christiana Ave. ,4.8,5,7,2.6,2.5,TRUE,FALSE,2,41.7883446,-87.7074174
2017-08-25,5750 S. Oak Park Ave.,2.3,1.7,1.8,1.6,,TRUE,FALSE,,41.7869998,-87.7916462
2017-04-19,5750 W. Midway Park ,1.5,1.9,3.6,2.4,,TRUE,FALSE,1,41.8893237,-87.7697415
2017-04-26,5750 W. Race Ave.,6.6,15,17,6.9,,TRUE,FALSE,,41.8903436,-87.7697253
2017-04-19,5750 W. Midway Park ,1.8,2.5,2.5,1,,TRUE,FALSE,2,41.8893237,-87.7697415
2017-08-01,5850 S. Christiana Ave.,3.8,3.3,7.8,3,,TRUE,FALSE,,41.7870826,-87.7070284
2017-08-22,5850 S. Rutherford Ave.,2.8,12,12,2.2,,TRUE,FALSE,,41.7852285,-87.7904168
2017-06-05,5950 S. Campbell Ave.,0.8,0.6,1,0.6,,TRUE,FALSE,,41.7850967,-87.6865395
2017-06-12,6050 S. Campbell Ave. ,1,0.9,0.7,0.5,,TRUE,FALSE,1,41.783189,-87.6864934
2017-01-17,6050 S. Moody Ave.,0.8,0.6,0.7,0,0,TRUE,FALSE,,41.781797,-87.7756283
2017-02-09,6050 S. Moody Ave.,1.2,1,1.2,0.3,,TRUE,FALSE,,41.781797,-87.7756283
2017-06-06,6050 S. Campbell Ave. ,1.8,1.4,1.6,0.7,,TRUE,FALSE,2,41.783189,-87.6864934
2017-04-13,6050 N. Leader Ave.,5.3,8.2,12,2.2,,TRUE,FALSE,,41.9913252,-87.7546728
2017-06-02,6050 N. Leader Ave.,7.2,7.5,8,2.5,,TRUE,FALSE,,41.9913252,-87.7546728
2017-06-05,6050 S. Campbell Ave. ,2.3,3.1,3.2,1.8,1.9,TRUE,FALSE,3,41.783189,-87.6864934
2017-02-13,6050 S. Kolin Ave.,0.7,0.6,0.5,0.4,,TRUE,FALSE,,41.7825335,-87.7316858
2017-03-08,6050 S. Kolin Ave.,0.5,0,0,0,,TRUE,FALSE,,41.7825335,-87.7316858
2017-06-05,6050 S. Campbell Ave. ,0.5,0.6,0.4,0,,TRUE,FALSE,4,41.783189,-87.6864934
2017-06-05,6050 S. Campbell Ave. ,1.4,2,2.7,1.6,,TRUE,FALSE,5,41.783189,-87.6864934
2017-06-05,6050 S. Campbell Ave. ,3.1,3.9,3.3,2.1,,TRUE,FALSE,6,41.783189,-87.6864934
2017-06-12,6150S. Campbell Ave.,2.3,1.4,1.9,1,,TRUE,FALSE,,41.7813668,-87.6864279
2017-02-02,6150 S. Moody Ave.,1.2,2.5,2.7,1.5,,TRUE,FALSE,,41.7799566,-87.7755393
2017-02-23,6150 S. Moody Ave.,1.7,4.4,11,1.5,,TRUE,FALSE,,41.7799566,-87.7755393
2017-06-05,6250 S. Campbell Ave.,0.6,0,0,0,,TRUE,FALSE,,41.7795971,-87.6862274
2017-05-04,6250 N. Kirkwood Ave.,3,4.8,4.9,2.6,,TRUE,FALSE,,41.9951912,-87.740215
2017-05-31,6250 N. Kirkwood Ave.,4,5.6,4.8,3.2,,TRUE,FALSE,,41.9951912,-87.740215
2017-04-04,6350 S Kilpatrick Ave. ,1.3,1.5,1.5,0.8,,TRUE,FALSE,1,41.7769506,-87.7400956
2017-06-28,6350 S Kilpatrick Ave. ,3.7,2,1.8,1.5,,TRUE,FALSE,1,41.7769506,-87.7400956
2017-08-03,6350 S Kilpatrick Ave. ,1.1,1.7,1.4,1.6,,TRUE,FALSE,1,41.7769506,-87.7400956
2017-08-17,6350 S Kilpatrick Ave. ,1.3,2.1,2.1,1.6,,TRUE,FALSE,1,41.7769506,-87.7400956
2017-04-05,6350 S. Kilpatrick Ave. ,1.8,2.5,3,1.4,,TRUE,FALSE,2,41.7769506,-87.7400956
2017-06-27,6350 S. Kilpatrick Ave. ,2.6,3.9,3.4,2.7,,TRUE,FALSE,2,41.7769506,-87.7400956
2017-07-20,6350 S. Kilpatrick Ave. ,2.6,4.5,5.2,2.8,,TRUE,FALSE,2,41.7769506,-87.7400956
2017-08-25,6350 S. Kilpatrick Ave. ,2.2,4,4.6,2.8,,TRUE,FALSE,2,41.7769506,-87.7400956
2017-04-11,6450 S. Kilpatrick Ave.,4.5,13,13,2.6,,TRUE,FALSE,,41.7751527,-87.7400283
2017-06-29,6450 S. Kilpatrick Ave.,7.5,14,13,3.8,,TRUE,FALSE,,41.7751527,-87.7400283
2017-05-31,6450 S. Maplewood Ave.,1.5,1.4,1.5,0.9,,TRUE,FALSE,,41.7758869,-87.6874895
2017-06-08,6450 S. Maplewood Ave.,1.8,1.4,1.4,1,,TRUE,FALSE,,41.7758869,-87.6874895
2017-04-05,6550 S. Kilpatrick Ave. ,1.4,1.8,1.8,0.9,0.9,TRUE,FALSE,1,41.7733357,-87.7399803
2017-06-28,6550 S. Kilpatrick Ave. ,2.3,2.6,2.8,1.5,,TRUE,FALSE,1,41.7733357,-87.7399803
2017-04-17,6550 S. Rockwell St.,1.5,2.3,2.7,1,,TRUE,FALSE,,41.7740276,-87.6886789
2017-04-19,6550 S. Maryland Ave.,1.1,2.3,1.8,0.9,,TRUE,FALSE,,41.775255,-87.60494
2017-08-22,6550 S. Maryland Ave.,1.3,2,2.8,1.5,,TRUE,FALSE,,41.775255,-87.60494
2017-04-11,6550 S. Kilpatrick Ave. ,2.7,3.3,2.3,1.5,,TRUE,FALSE,2,41.7733357,-87.7399803
2017-06-22,6550 S. Kilpatrick Ave. ,3.4,8,13,3.4,,TRUE,FALSE,2,41.7733357,-87.7399803
2017-04-06,6550 S. Kilpatrick Ave. ,4.1,5.4,4.1,1,,TRUE,FALSE,3,41.7733357,-87.7399803
2017-06-27,6550 S. Kilpatrick Ave. ,3.6,7.2,4.6,1.9,,TRUE,FALSE,3,41.7733357,-87.7399803
2017-04-06,6650 S. Kilpatrick Ave. ,1.5,1.3,0.9,0.5,,TRUE,FALSE,1,41.7715091,-87.7399418
2017-06-22,6650 S. Kilpatrick Ave. ,1.9,1.1,1,0.9,,TRUE,FALSE,1,41.7715091,-87.7399418
2017-04-05,6650 S. Kilpatrick Ave. ,1.8,1.7,1.9,1.6,,TRUE,FALSE,2,41.7715091,-87.7399418
2017-06-27,6650 S. Kilpatrick Ave. ,2.8,4.9,5.4,3.2,,TRUE,FALSE,2,41.7715091,-87.7399418
2017-04-06,6650 S. Kilpatrick Ave. ,2,4.3,2.3,0.8,,TRUE,FALSE,3,41.7715091,-87.7399418
2017-06-22,6650 S. Kilpatrick Ave. ,4,5.8,8.4,5,,TRUE,FALSE,3,41.7715091,-87.7399418
2017-07-20,6650 S. Kilpatrick Ave. ,4.8,8.3,47,3.8,,TRUE,FALSE,3,41.7715091,-87.7399418
2017-08-25,6650 S. Kilpatrick Ave. ,6.5,6.2,9.5,2.6,,TRUE,FALSE,3,41.7715091,-87.7399418
2017-04-05,6650 S. Kilpatrick Ave. ,2.6,3.8,7.5,1.8,,TRUE,FALSE,4,41.7715091,-87.7399418
2017-06-28,6650 S. Kilpatrick Ave. ,4,5.6,8.1,3.8,,TRUE,FALSE,4,41.7715091,-87.7399418
2017-07-28,6650 S. Kilpatrick Ave. ,2.6,3,4.6,2.5,,TRUE,FALSE,4,41.7715091,-87.7399418
2017-08-18,6650 S. Kilpatrick Ave. ,3,5.4,8.2,3.7,,TRUE,FALSE,4,41.7715091,-87.7399418
2017-04-04,6650 S. Kilpatrick Ave. ,8,9.4,10,2.5,,TRUE,FALSE,5,41.7715091,-87.7399418
2017-06-27,6650 S. Kilpatrick Ave. ,10,11,12,8.3,,TRUE,FALSE,5,41.7715091,-87.7399418
2017-01-17,6750 W. 64th St.,3.5,2.6,3.1,0.9,,TRUE,FALSE,,41.7759298,-87.7902566
2017-02-13,6750 W. 64th St.,8,3.3,3,1.1,,TRUE,FALSE,,41.7759298,-87.7902566
2017-02-08,6750 N. Jean Ave.,2.9,7.7,9.1,1.7,,TRUE,FALSE,,42.0040096,-87.7762266
2017-05-16,6750 N. Jean Ave.,6,19,23,2.9,,TRUE,FALSE,,42.0040096,-87.7762266
2017-06-13,6750 N. Jean Ave.,2.6,12,15,2.6,,TRUE,FALSE,,42.0040096,-87.7762266
2017-07-18,6750 N. Jean Ave.,3.5,10,17,3.3,,TRUE,FALSE,,42.0040096,-87.7762266
2017-08-18,6750 N. Jean Ave.,5.4,16,23,3.7,,TRUE,FALSE,,42.0040096,-87.7762266
2017-07-28,6824 S. Normal Blvd.,3.1,5.8,4.6,3.3,,TRUE,FALSE,,41.7700402,-87.637628
2016-10-26,7050 S. Perry Ave.,3.9,5.7,5,2.4,2.5,TRUE,FALSE,,41.7657987,-87.6285077
2017-04-11,7150 S. Honore St. ,2.2,4.6,6.5,1,,TRUE,FALSE,1,41.763357,-87.6701267
2017-04-11,7150 S. Honore St. ,0.9,0.9,1,0.5,,TRUE,FALSE,2,41.763357,-87.6701267
2017-05-31,7150 S. Rockwell St.,2.7,3.1,3,2.4,,TRUE,FALSE,,41.7631047,-87.6883708
2017-04-11,7150 S. Honore St. ,1,1.2,0.7,0.5,,TRUE,FALSE,3,41.763357,-87.6701267
2016-09-15,7250 N. Claremont Ave.,2.6,5.3,5.5,3.7,,TRUE,FALSE,,42.013745,-87.6890899
2016-12-21,7250 N. Claremont Ave.,2.5,6.8,8.1,1.8,,TRUE,FALSE,,42.013745,-87.6890899
2017-05-31,7250 S. Rockwell St.,1.4,2.9,3.4,1.4,,TRUE,FALSE,,41.7613114,-87.6883286
2017-04-25,50 E. 37th Pl.,4.1,5.8,3.5,0.8,,TRUE,FALSE,,41.8267406,-87.6244446
2017-04-13,7350 S. Honore St. ,6.2,9,10,5.1,,TRUE,FALSE,1,41.7597495,-87.6700457
2017-04-11,7350 S. Honore St. ,3.1,4.5,4,1.3,1.3,TRUE,FALSE,2,41.7597495,-87.6700457
2017-05-31,7350 S. Rockwell St. ,2.9,2.3,2.9,2.1,,TRUE,FALSE,1,41.7594897,-87.6882938
2017-06-01,7350 S. Rockwell St. ,7.2,5.8,6,2.8,,TRUE,FALSE,2,41.7594897,-87.6882938
2017-01-17,7450 S. Calumet Ave.,3.6,3.5,4,0.6,,TRUE,FALSE,,41.7587999,-87.6171079
2017-02-14,7450 S. Calumet Ave.,3.2,2.8,2.1,0.5,0.4,TRUE,FALSE,,41.7587999,-87.6171079
2016-08-24,8050 S. Avalon Ave.,4,3.8,3.7,2.4,,TRUE,FALSE,,41.7480928,-87.5944734
2016-12-16,8050 S. Avalon Ave.,2.9,2,2,1,,TRUE,FALSE,,41.7480928,-87.5944734
2017-01-31,8050 S. Avalon Ave.,3.6,4,4,1.1,,TRUE,FALSE,,41.7480928,-87.5944734
2017-02-21,8050 S. Avalon Ave.,3.2,2.4,2.2,1,,TRUE,FALSE,,41.7480928,-87.5944734
2017-03-21,8050 S. Avalon Ave.,2.7,2.1,2.1,1.1,,TRUE,FALSE,,41.7480928,-87.5944734
2017-04-18,8050 S. Avalon Ave.,2.7,2.7,2.4,1.2,,TRUE,FALSE,,41.7480928,-87.5944734
2017-05-16,8050 S. Avalon Ave.,3.6,5.3,4.3,2.1,,TRUE,FALSE,,41.7480928,-87.5944734
2017-02-02,8150 S. Champlain Ave.,7.4,7.1,8,2.9,,TRUE,FALSE,,41.7460636,-87.6090045
2017-02-23,8150 S. Champlain Ave.,10,4.9,7.6,3.9,,TRUE,FALSE,,41.7460636,-87.6090045
2016-08-25,8150 S. Avalon Ave.,1.1,1.4,1.3,1.1,,TRUE,FALSE,,41.746222,-87.5944312
2016-12-15,8150 S. Avalon Ave.,0.7,1.1,1,0.4,,TRUE,FALSE,,41.746222,-87.5944312
2016-08-25,8250 S. Avalon Ave. ,2.1,1,0.7,0.7,,TRUE,FALSE,1,41.7443556,-87.5943924
2016-12-15,8250 S. Avalon Ave. ,1.2,1.3,0.8,0.7,,TRUE,FALSE,1,41.7443556,-87.5943924
2017-04-04,8250 S. Kingston Ave.,9.5,3.6,3.8,2.3,,FALSE,FALSE,,41.7449631,-87.5627819
2017-04-18,8250 S. Kingston Ave.,7.5,7.5,28,3,2.8,FALSE,FALSE,,41.7449631,-87.5627819
2016-08-24,8250 S. Avalon Ave. ,1.4,7.3,5,1.2,,TRUE,FALSE,2,41.7443556,-87.5943924
2016-12-15,8250 S. Avalon Ave. ,1.9,3.2,3.4,1,,TRUE,FALSE,2,41.7443556,-87.5943924
2016-08-25,8250 S. Avalon Ave. ,7.1,14,13,3.4,,TRUE,FALSE,3,41.7443556,-87.5943924
2016-12-16,8250 S. Avalon Ave. ,6,7.7,6.2,1.4,,TRUE,FALSE,3,41.7443556,-87.5943924
2017-01-31,8250 S. Avalon Ave. ,4.9,8.3,7.4,1.3,,TRUE,FALSE,3,41.7443556,-87.5943924
2017-02-21,8250 S. Avalon Ave. ,5.9,8.9,5.4,1.3,,TRUE,FALSE,3,41.7443556,-87.5943924
2017-03-21,8250 S. Avalon Ave. ,4.8,11,10,1.4,,TRUE,FALSE,3,41.7443556,-87.5943924
2017-04-18,8250 S. Avalon Ave. ,5.1,7.1,5.9,1.5,,TRUE,FALSE,3,41.7443556,-87.5943924
2017-05-16,8250 S. Avalon Ave. ,7.9,11,10,2.3,,TRUE,FALSE,3,41.7443556,-87.5943924
2017-05-03,850 N. Lavergne Ave.,0,,0,0,,TRUE,FALSE,,41.8965092,-87.7510469
2017-07-27,8950 S. Hamilton Ave.,4.9,,3.8,18,,TRUE,TRUE,,41.7304933,-87.676586
2017-07-27,9050 S. Hamilton Ave. ,2.6,3.9,4.5,2,,TRUE,FALSE,1,41.7286264,-87.6765474
2017-07-27,9050 S. Hamilton Ave. ,3.7,5.1,4.8,3.5,,TRUE,FALSE,2,41.7286264,-87.6765474
2017-07-27,9150 S. Hamilton Ave.,3.4,4.2,3,2,,TRUE,FALSE,,41.7267642,-87.6764741
2017-05-01,950 N. Lavergne Ave. ,2.3,1.9,2.8,1.8,,TRUE,FALSE,1,41.898415,-87.751122
2017-04-24,950 N. Lavergne Ave. ,4.3,2.3,2,1.3,,TRUE,FALSE,2,41.898415,-87.751122
